Label,wrist,thumb cmc,thumb mcp,thumb ip,thumb tip,index finger mcp,index finger pip,index finger dip,index finger tip,middle finger mcp,middle finger pip,middle finger dip,middle finger tip,ring finger mcp,ring finger pip,ring finger dip,ring finger tip,pinky mcp,pinky pip,pinky dip,pinky tip
0,"[0.004417479038238525, 0.085816390812397, -0.053497977554798126]","[-0.015430988743901253, 0.04798679053783417, -0.05991995707154274]","[-0.0139115359634161, 0.011823752894997597, -0.0512295626103878]","[-0.012403667904436588, -0.022703927010297775, -0.03607867285609245]","[-0.0031500663608312607, -0.047806426882743835, -0.019320253282785416]","[-0.026468481868505478, -0.0144052067771554, -0.0016349857905879617]","[-0.02970115840435028, -0.04541831091046333, -0.0002077820390695706]","[-0.030820945277810097, -0.06854348629713058, -0.0013242062414065003]","[-0.03314235806465149, -0.08482037484645844, -0.016927596181631088]","[-0.006864589639008045, -0.0036470284685492516, 0.010265376418828964]","[0.005865138955414295, -0.02786744385957718, -0.015924733132123947]","[0.004015208687633276, -0.012957398779690266, -0.03253260254859924]","[-0.0007947378326207399, 0.00032125008874572814, -0.01877886801958084]","[0.017064573243260384, 0.007572743576020002, 0.0032667312771081924]","[0.02491176873445511, -0.005834453739225864, -0.02322232909500599]","[0.020641326904296875, 0.013413706794381142, -0.03257488086819649]","[0.015066188760101795, 0.02730420045554638, -0.01255043689161539]","[0.030244139954447746, 0.02404315024614334, -0.009999655187129974]","[0.036010999232530594, 0.012865381315350533, -0.027837904170155525]","[0.03142640367150307, 0.0261681005358696, -0.04406975954771042]","[0.02865535393357277, 0.03622002154588699, -0.03021794930100441]"
0,"[-0.05288873240351677, 0.06953620165586472, 0.035243235528469086]","[-0.050877850502729416, 0.0448920913040638, -0.0020084658171981573]","[-0.033948786556720734, 0.026538901031017303, -0.01718726009130478]","[-0.010408605448901653, 0.00909392163157463, -0.03909895196557045]","[0.01157518569380045, -0.007311383727937937, -0.039113301783800125]","[-0.015897735953330994, -0.01657133549451828, -0.010748406872153282]","[0.002827135846018791, -0.035780228674411774, -0.019669823348522186]","[0.020546846091747284, -0.05000787973403931, -0.024924054741859436]","[0.03414388746023178, -0.055933743715286255, -0.04510873556137085]","[-0.0011622661259025335, -0.0085058081895113, 0.0027738758362829685]","[0.01711874268949032, -0.00028783176094293594, -0.026041027158498764]","[0.006395445205271244, 0.016860706731677055, -0.0326828733086586]","[-0.0012413375079631805, 0.019738823175430298, -0.013754907064139843]","[0.011116884648799896, 0.010464299470186234, 0.008249431848526001]","[0.0154223358258605, 0.02437887154519558, -0.020276255905628204]","[-0.0012025274336338043, 0.04144836962223053, -0.01795916073024273]","[-0.014324544928967953, 0.038268499076366425, 0.004358592908829451]","[0.011293201707303524, 0.030401049181818962, 0.012430572882294655]","[0.01267513632774353, 0.039708226919174194, -0.009000592865049839]","[0.00013012811541557312, 0.05275144428014755, -0.01387342531234026]","[-0.008575377985835075, 0.04865115135908127, 0.0018195747397840023]"
0,"[-0.0013860538601875305, 0.09537424147129059, -0.005455371458083391]","[-0.019126256927847862, 0.06738723814487457, -0.03498659282922745]","[-0.009483792819082737, 0.034700583666563034, -0.03462334722280502]","[0.0010678035905584693, 0.004986352287232876, -0.043446775525808334]","[0.010778078809380531, -0.023734688758850098, -0.030655156821012497]","[-0.02281196601688862, -0.01451218780130148, -0.011370956897735596]","[-0.023748863488435745, -0.047898001968860626, -0.012957640923559666]","[-0.013645477592945099, -0.07085290551185608, -0.012442768551409245]","[-0.01537984237074852, -0.08691450208425522, -0.03445983678102493]","[-0.0036158927250653505, -0.004290549084544182, 0.0021212641149759293]","[0.018163040280342102, -0.015170520171523094, -0.02059456706047058]","[0.016349444165825844, 0.005809997208416462, -0.03209054842591286]","[0.0027351551689207554, 0.018115751445293427, -0.021443994715809822]","[0.016567349433898926, 0.0021571549586951733, 0.008430825546383858]","[0.03132499381899834, 0.00441485270857811, -0.018441297113895416]","[0.023862646892666817, 0.029649781063199043, -0.021842224523425102]","[0.013734452426433563, 0.034275155514478683, -0.010540791787207127]","[0.021596213802695274, 0.023667234927415848, 0.005630395840853453]","[0.034665923565626144, 0.02142147347331047, -0.015937821939587593]","[0.03105998784303665, 0.03631734848022461, -0.027296138927340508]","[0.02304498478770256, 0.04470890760421753, -0.019502587616443634]"
0,"[8.940231055021286e-05, 0.03798852488398552, 0.08824065327644348]","[-0.01984231173992157, 0.031362686306238174, 0.05725083127617836]","[-0.02739335596561432, 0.014806861989200115, 0.03395241126418114]","[-0.02944350615143776, 0.003974578343331814, 0.0014885793207213283]","[-0.019751040264964104, -0.00747646251693368, -0.026289546862244606]","[-0.009271444752812386, -0.001662906026467681, -0.0060357702895998955]","[-0.023043494671583176, 0.017329847440123558, -0.014950075186789036]","[-0.022903865203261375, 0.027377309277653694, 0.005750927142798901]","[-0.02340225875377655, 0.027551915496587753, 0.023321233689785004]","[-0.002219562418758869, -0.002356895012781024, -0.0022972500883042812]","[-0.0064960867166519165, 0.01673295348882675, -0.012683385983109474]","[-0.016222897917032242, 0.0348098985850811, 0.0067450907081365585]","[-0.01352264080196619, 0.022174883633852005, 0.029697906225919724]","[0.005820757709443569, -0.0017486459109932184, 0.003908540587872267]","[-0.0013893814757466316, 0.02812916971743107, -0.00769765954464674]","[-0.008103257976472378, 0.03593239560723305, 0.014066463336348534]","[-0.005775635130703449, 0.030619539320468903, 0.039997026324272156]","[0.009045271202921867, 0.011323418468236923, 0.014274323359131813]","[0.0025351233780384064, 0.03176429867744446, 0.007404915522783995]","[-0.004105726256966591, 0.040936656296253204, 0.01919368840754032]","[-0.0037569375708699226, 0.035898007452487946, 0.03070354275405407]"
0,"[0.0015700943768024445, 0.0754784345626831, 0.049809638410806656]","[-0.023250428959727287, 0.06346561014652252, 0.01397575344890356]","[-0.025363091379404068, 0.036928027868270874, -0.0023577602114528418]","[-0.019430164247751236, 0.011610105633735657, -0.024633759632706642]","[-0.004131633788347244, -0.015440232120454311, -0.03510700911283493]","[-0.028972115367650986, -0.0030335336923599243, -0.008392680436372757]","[-0.03805312514305115, -0.025770235806703568, -0.019040871411561966]","[-0.038379471749067307, -0.047297362238168716, -0.022168755531311035]","[-0.041807688772678375, -0.06784392148256302, -0.037715159356594086]","[-0.005229480564594269, -0.006227970123291016, 0.0017068455927073956]","[-0.001626782352104783, -0.0067782895639538765, -0.032089803367853165]","[-0.003303698729723692, 0.01944836601614952, -0.035643454641103745]","[-0.004634934011846781, 0.02518743835389614, -0.00910557247698307]","[0.01694466732442379, 0.0005477750673890114, 0.00662879878655076]","[0.01865542121231556, 0.009969967417418957, -0.024991728365421295]","[0.011264410801231861, 0.03609447181224823, -0.020971350371837616]","[0.006465552374720573, 0.04525991529226303, 0.00964141171425581]","[0.030581267550587654, 0.01469265017658472, 0.01084248535335064]","[0.03234303370118141, 0.021909473463892937, -0.009083465673029423]","[0.025010962039232254, 0.04252747446298599, -0.011416041292250156]","[0.021777668967843056, 0.04631173610687256, 0.009616745635867119]"
0,"[0.07038727402687073, 0.039548248052597046, 0.0395231693983078]","[0.041776567697525024, 0.05155114084482193, 0.019560355693101883]","[0.0117435771971941, 0.047470033168792725, 0.008161724545061588]","[-0.017851553857326508, 0.0353977233171463, -0.009195775724947453]","[-0.03950438275933266, 0.015655500814318657, -0.021812913939356804]","[-0.01804650016129017, 0.020996414124965668, 0.002768142381682992]","[-0.04205446317791939, 0.01424582488834858, -0.007636311464011669]","[-0.06174594163894653, 0.009363444522023201, -0.01760380156338215]","[-0.08227832615375519, 0.006048187613487244, -0.034579548984766006]","[-0.0067287711426615715, 0.0013657615054398775, 0.005160663276910782]","[-0.014854942448437214, 0.004113948438316584, -0.0287273321300745]","[1.4841556549072266e-05, 0.025242753326892853, -0.03324821591377258]","[0.011590152978897095, 0.028552979230880737, -0.015038102865219116]","[0.009356295689940453, -0.014355863444507122, -0.0017738802125677466]","[0.007080011535435915, -0.0011785700917243958, -0.03065236285328865]","[0.0226595476269722, 0.016802620142698288, -0.031266868114471436]","[0.04052262008190155, 0.021002762019634247, -0.008256040513515472]","[0.028220180422067642, -0.014915736392140388, -0.0055664535611867905]","[0.027029940858483315, -0.012908301316201687, -0.028440313413739204]","[0.03604266047477722, 0.005528709851205349, -0.03660226985812187]","[0.04916801303625107, 0.009831082075834274, -0.018552253022789955]"
0,"[-0.09145856648683548, 0.01740691438317299, 0.006408694200217724]","[-0.06746064871549606, 0.013653742149472237, -0.012760569341480732]","[-0.03063991293311119, 0.025340158492326736, -0.0007651688065379858]","[0.0028381268493831158, 0.031461816281080246, 0.008199614472687244]","[0.02580321952700615, 0.03071410208940506, 0.01792917028069496]","[0.00685224961489439, -0.007808873429894447, -0.0047598290257155895]","[0.03635874018073082, -0.014523087069392204, -0.00797861348837614]","[0.06283339858055115, -0.014691321179270744, -0.008290393278002739]","[0.09062187373638153, -0.015333544462919235, -0.021123111248016357]","[0.0038779079914093018, -0.004959746729582548, 0.004149460233747959]","[0.021235361695289612, 0.009213397279381752, -0.005704622715711594]","[0.0020015407353639603, 0.017539935186505318, -0.007642069831490517]","[-0.011085486970841885, 0.013370946049690247, -0.0016151628224179149]","[-0.0017563181463629007, 0.005079280119389296, 0.0034604989923536777]","[0.008746113628149033, 0.02042517438530922, 0.0010295099345967174]","[-0.006750576198101044, 0.03178251162171364, -0.0036767609417438507]","[-0.022959528490900993, 0.0292331725358963, -0.0031363244634121656]","[-0.018429135903716087, 0.009436368942260742, 0.008888238109648228]","[-0.007930047810077667, 0.020360596477985382, -0.0005662995972670615]","[-0.015545833855867386, 0.030674181878566742, -0.009404996410012245]","[-0.02840270660817623, 0.031226126477122307, -0.017444852739572525]"
0,"[-0.023933595046401024, 0.04773104935884476, 0.07999610155820847]","[-0.0044306181371212006, 0.05232680216431618, 0.04759163782000542]","[0.009337046183645725, 0.04094591364264488, 0.02097676880657673]","[0.01379995048046112, 0.02695440500974655, -0.00724988104775548]","[0.012453127652406693, 0.006783450488001108, -0.03489232063293457]","[0.015060500241816044, 0.008128408342599869, -0.007105379365384579]","[0.010420922189950943, 0.025452211499214172, -0.02753620408475399]","[0.0103388587012887, 0.040664058178663254, -0.01653309352695942]","[0.0007258234545588493, 0.035262592136859894, -0.0069268858060240746]","[0.0007410101825371385, -0.0028817811980843544, 0.0006268810830079019]","[0.003560265526175499, 0.013170797377824783, -0.02377636916935444]","[-0.00442106556147337, 0.030106239020824432, -0.01851017400622368]","[-0.004740954376757145, 0.018546292558312416, -0.0017006524140015244]","[-0.010625647380948067, -0.008557561784982681, 0.003976741340011358]","[-0.009686125442385674, 0.01066240482032299, -0.021708277985453606]","[-0.0153609998524189, 0.024887902662158012, -0.019061751663684845]","[-0.00913587212562561, 0.027231430634856224, -0.002512555569410324]","[-0.025865666568279266, -0.0011619515717029572, 0.010739879682660103]","[-0.033839765936136246, -0.009051168337464333, -0.007015023846179247]","[-0.039142269641160965, -0.020039329305291176, -0.012213076464831829]","[-0.03697182983160019, -0.03950750082731247, -0.016107916831970215]"
0,"[-0.08240622282028198, 0.017616596072912216, 0.015031863935291767]","[-0.06464151293039322, 0.004227350931614637, -0.01805238611996174]","[-0.029578793793916702, 0.011892080307006836, -0.021508721634745598]","[0.003373289480805397, 0.016014721244573593, -0.029257869347929955]","[0.02932230569422245, 0.010503425262868404, -0.023191899061203003]","[0.0003208478447049856, -0.01954902708530426, -0.016084397211670876]","[0.026568209752440453, -0.029225429520010948, -0.02484792284667492]","[0.0509464293718338, -0.034975916147232056, -0.025544503703713417]","[0.07433398813009262, -0.03967614471912384, -0.04013223573565483]","[0.0029034526087343693, -0.006150275468826294, 0.002030056668445468]","[0.01946493797004223, 0.008883999660611153, -0.017187882214784622]","[0.0031312729697674513, 0.014799435622990131, -0.017162010073661804]","[-0.009885560721158981, 0.006705042906105518, -0.0034614678006619215]","[0.0008221076568588614, 0.012400535866618156, 0.012107026763260365]","[0.011764195747673512, 0.02529914304614067, -0.0023229895159602165]","[-0.0048899357207119465, 0.03060976043343544, -0.0018212065333500504]","[-0.01969706453382969, 0.02614070102572441, 0.011018119752407074]","[-0.009021255187690258, 0.02632811851799488, 0.02305477112531662]","[0.0022588118445128202, 0.028932012617588043, 0.010800362564623356]","[-0.013343950733542442, 0.03592977672815323, 0.00611564377322793]","[-0.02371576800942421, 0.033789943903684616, 0.013174574822187424]"
0,"[0.08437293767929077, 0.02373102679848671, 0.046785734593868256]","[0.05636906996369362, 0.04017719626426697, 0.022237569093704224]","[0.0277714803814888, 0.036910250782966614, 0.006677562836557627]","[-0.001973608508706093, 0.027471907436847687, -0.012819037772715092]","[-0.02476876601576805, 0.009659678675234318, -0.027993790805339813]","[-0.015203552320599556, 0.022309385240077972, -6.576312443939969e-05]","[-0.04218943789601326, 0.02451268583536148, -0.014782769605517387]","[-0.06245262920856476, 0.021987557411193848, -0.02260931208729744]","[-0.08642727881669998, 0.022910229861736298, -0.04227149114012718]","[-0.008210057392716408, 0.002036362187936902, 0.0034587341360747814]","[-0.008863961324095726, 0.0015572975389659405, -0.02736910991370678]","[0.014995159581303596, 0.012810233049094677, -0.028617359697818756]","[0.016166867688298225, 0.016865912824869156, -0.0013945226091891527]","[0.00763695128262043, -0.01414872519671917, 0.00043234770419076085]","[0.014302456751465797, -0.0105824526399374, -0.029721569269895554]","[0.035538092255592346, 0.0075452327728271484, -0.026630759239196777]","[0.04103345423936844, 0.014083269983530045, -0.001934636733494699]","[0.027989832684397697, -0.01741454005241394, -0.0001725860929582268]","[0.028856433928012848, -0.022089343518018723, -0.02072656899690628]","[0.04360577091574669, -0.008802656084299088, -0.026521557942032814]","[0.044439975172281265, -0.0008863098919391632, -0.00893424078822136]"
0,"[-0.05714479833841324, 0.06851869076490402, 0.00846102274954319]","[-0.05169152840971947, 0.044660910964012146, -0.030407331883907318]","[-0.022175975143909454, 0.03518349304795265, -0.036794304847717285]","[0.013483023270964622, 0.024434704333543777, -0.05528616905212402]","[0.03811954706907272, 0.013035225681960583, -0.04670482501387596]","[-0.010129651986062527, -0.016057021915912628, -0.018440546467900276]","[0.013155939988791943, -0.033946290612220764, -0.02655620686709881]","[0.03830810636281967, -0.03495370224118233, -0.03164631873369217]","[0.051699213683605194, -0.04174133390188217, -0.047742411494255066]","[-0.0006216028705239296, -0.003922358155250549, -0.000991503824479878]","[0.030468199402093887, 0.007349840365350246, -0.01727539673447609]","[0.017021309584379196, 0.025352321565151215, -0.023974306881427765]","[-0.005521899089217186, 0.025682849809527397, -0.007653229869902134]","[0.011351028457283974, 0.00597770418971777, 0.012401685118675232]","[0.024872753769159317, 0.02214740589261055, -0.014143782667815685]","[0.008145907893776894, 0.039482638239860535, -0.010210458189249039]","[-0.0029866527765989304, 0.03763671591877937, 0.0025346477050334215]","[0.0033302889205515385, 0.02143537998199463, 0.018062109127640724]","[0.018694812431931496, 0.031635772436857224, -0.0041758473962545395]","[0.005975143983960152, 0.045070067048072815, -0.008409245871007442]","[-0.002137858420610428, 0.04722483083605766, -0.001044972101226449]"
